Designator,Mid X,Mid Y,Rotation,Layer
C1,81.2,-62.6,0.0,bottom
C2,81.2,-64.1,0.0,bottom
J1,88.3,-65.0,270.0,bottom
J2,78.0,-52.0,90.0,bottom
Q2,83.2,-59.0,270.0,bottom
R1,80.7,-59.0,270.0,bottom
R2,85.7,-59.0,90.0,bottom
R3,76.2,-68.4,180.0,bottom
R4,76.2,-64.1,0.0,bottom
SW2,103.0,-65.25,90.0,top
U1,76.2,-61.6,180.0,bottom
